table_id,page_number_one_based,printed_page_number,chapter_number,section_number,table_title,row_label,column_label,truku_form_raw,truku_form_clean,chinese_meaning_raw,chinese_meaning_clean,morphology_label,word_class_change,cell_raw,cell_clean,parse_confidence,xml_eligible_candidate,notes
p0062_t04,62,,,,,4,;華語;;;太魯閣語;;;內部詞素;,qowlit utux,qowlit utux,山老鼠 (胸口沒有白線),山老鼠 (胸口沒有白線),,,山老鼠 (胸口沒有白線) | qowlit utux | 老鼠+鬼,山老鼠 (胸口沒有白線) | qowlit utux | 老鼠+鬼,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0063_t01,63,,,,,1,;華語;;;太魯閣語;;;內部詞素;,kacing balay,kacing balay,水牛,水牛,,,水牛 | kacing balay | 牛+一般,水牛 | kacing balay | 牛+一般,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0063_t01,63,,,,,2,;華語;;;太魯閣語;;;內部詞素;,kacing lubuy,kacing lubuy,黃牛,黃牛,,,黃牛 | kacing lubuy | 牛+袋子,黃牛 | kacing lubuy | 牛+袋子,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0063_t01,63,,,,,3,;華語;;;太魯閣語;;;內部詞素;,kacing bukuh,kacing bukuh,駱駝,駱駝,,,駱駝 | kacing bukuh | 牛+背部隆起,駱駝 | kacing bukuh | 牛+背部隆起,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0063_t01,63,,,,,4,;華語;;;太魯閣語;;;內部詞素;,kacing mrata,kacing mrata,馬,馬,,,馬 | kacing mrata | 牛+軍人,馬 | kacing mrata | 牛+軍人,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0063_t01,63,,,,,5,;華語;;;太魯閣語;;;內部詞素;,kacing mrata trkag-an,kacing mrata trkag-an,斑馬,斑馬,,,斑馬 | kacing mrata trkag-an | 牛+軍人+斑紋的,斑馬 | kacing mrata trkag-an | 牛+軍人+斑紋的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0063_t01,63,,,,,6,;華語;;;太魯閣語;;;內部詞素;,kacing s-birat,kacing s-birat,騾子,騾子,,,騾子 | kacing s-birat | 牛+長耳朵的,騾子 | kacing s-birat | 牛+長耳朵的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0063_t01,63,,,,,7,;華語;;;太魯閣語;;;內部詞素;,kacing s-muhing,kacing s-muhing,大象,大象,,,大象 | kacing s-muhing | 牛+長鼻子的,大象 | kacing s-muhing | 牛+長鼻子的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0063_t01,63,,,,,8,;華語;;;太魯閣語;;;內部詞素;,kacing s-waru,kacing s-waru,長頸鹿,長頸鹿,,,長頸鹿 | kacing s-waru | 牛+長脖子的,長頸鹿 | kacing s-waru | 牛+長脖子的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0063_t01,63,,,,,9,;華語;;;太魯閣語;;;內部詞素;,kacing yayung,kacing yayung,河馬,河馬,,,河馬 | kacing yayung | 牛+河流,河馬 | kacing yayung | 牛+河流,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0063_t02,63,,,,,1,;華語;;;太魯閣語;;;內部詞素;,ruru gsilung,ruru gsilung,海鷗,海鷗,,,海鷗 | ruru gsilung | 鴨+海,海鷗 | ruru gsilung | 鴨+海,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0063_t02,63,,,,,2,;華語;;;太魯閣語;;;內部詞素;,ruru s-waru,ruru s-waru,鵝,鵝,,,鵝 | ruru s-waru | 鴨+長脖子的,鵝 | ruru s-waru | 鴨+長脖子的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0064_t01,64,,,,,1,;華語;;;太魯閣語;;;內部詞素;,sari balay,sari balay,山上的芋頭(白色),山上的芋頭(白色),,,山上的芋頭(白色) | sari balay | 芋頭+一般,山上的芋頭(白色) | sari balay | 芋頭+一般,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0064_t01,64,,,,,2,;華語;;;太魯閣語;;;內部詞素;,sari paru,sari paru,大芋頭,大芋頭,,,大芋頭 | sari paru | 芋頭+大,大芋頭 | sari paru | 芋頭+大,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0064_t01,64,,,,,3,;華語;;;太魯閣語;;;內部詞素;,sari qluq-un,sari qluq-un,小芋頭,小芋頭,,,小芋頭 | sari qluq-un | 芋頭+生吃的,小芋頭 | sari qluq-un | 芋頭+生吃的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0064_t01,64,,,,,4,;華語;;;太魯閣語;;;內部詞素;,Hana 種出的芋頭,Hana 種出的芋頭,Hana 種出的芋頭,Hana 種出的芋頭,,,Hana 種出的芋頭 | sari Hana | 芋頭+人名,Hana 種出的芋頭 | sari Hana | 芋頭+人名,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0064_t02,64,,,,,1,;華語;;;太魯閣語;;;內部詞素;,usik qapal,usik qapal,生薑,生薑,,,生薑 | usik qapal | 辣椒+連體的,生薑 | usik qapal | 辣椒+連體的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0064_t02,64,,,,,2,;華語;;;太魯閣語;;;內部詞素;,usik kuyuh,usik kuyuh,青椒,青椒,,,青椒 | usik kuyuh | 辣椒+女人,青椒 | usik kuyuh | 辣椒+女人,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0064_t02,64,,,,,3,;華語;;;太魯閣語;;;內部詞素;,usik em-banah,usik em-banah,紅辣椒,紅辣椒,,,紅辣椒 | usik em-banah | 辣椒+AF-紅的,紅辣椒 | usik em-banah | 辣椒+AF-紅的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0064_t02,64,,,,,4,;華語;;;太魯閣語;;;內部詞素;,usik tmiyay,usik tmiyay,小辣椒,小辣椒,,,小辣椒 | usik tmiyay,小辣椒 | usik tmiyay,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0065_t01,65,,,,,1,;華語;;;太魯閣語;;;內部詞素;,uqun mgrbu nhapuy mgrbu,uqun mgrbu nhapuy mgrbu,早餐,早餐,,,早餐 | uqun mgrbu nhapuy mgrbu | 吃的東西+早上 餐點+早上,早餐 | uqun mgrbu nhapuy mgrbu | 吃的東西+早上 餐點+早上,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0065_t01,65,,,,,2,;華語;;;太魯閣語;;;內部詞素;,uqun ska hidaw nhapuy ska hidaw,uqun ska hidaw nhapuy ska hidaw,中餐,中餐,,,中餐 | uqun ska hidaw nhapuy ska hidaw | 吃的東西+中午 餐點+中午,中餐 | uqun ska hidaw nhapuy ska hidaw | 吃的東西+中午 餐點+中午,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0065_t01,65,,,,,3,;華語;;;太魯閣語;;;內部詞素;,uqun gbiyan nhapuy gbiyan,uqun gbiyan nhapuy gbiyan,晚餐,晚餐,,,晚餐 | uqun gbiyan nhapuy gbiyan | 吃的東西+晚上 餐點+晚上,晚餐 | uqun gbiyan nhapuy gbiyan | 吃的東西+晚上 餐點+晚上,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0065_t02,65,,,,,1,;華語;;;太魯閣語;;;內部詞素;,lukus mg-baraw,lukus mg-baraw,內衣,內衣,,,內衣 | lukus mg-baraw | 衣服+在上面的,內衣 | lukus mg-baraw | 衣服+在上面的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0065_t02,65,,,,,2,;華語;;;太魯閣語;;;內部詞素;,lukus mg-truma,lukus mg-truma,外衣,外衣,,,外衣 | lukus mg-truma | 衣服+在下面的,外衣 | lukus mg-truma | 衣服+在下面的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0065_t03,65,,,,,1,;華語;;;太魯閣語;;;內部詞素;,sapah qtahi,sapah qtahi,螞蟻窩,螞蟻窩,,,螞蟻窩 | sapah qtahi | 家+螞蟻,螞蟻窩 | sapah qtahi | 家+螞蟻,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0065_t03,65,,,,,2,;華語;;;太魯閣語;;;內部詞素;,sapah saban,sapah saban,蟑螂窩,蟑螂窩,,,蟑螂窩 | sapah saban | 家+蟑螂,蟑螂窩 | sapah saban | 家+蟑螂,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0065_t03,65,,,,,3,;華語;;;太魯閣語;;;內部詞素;,sapah spuh-an,sapah spuh-an,醫院,醫院,,,醫院 | sapah spuh-an | 家+醫院,醫院 | sapah spuh-an | 家+醫院,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0065_t03,65,,,,,4,;華語;;;太魯閣語;;;內部詞素;,sapah uq-an,sapah uq-an,餐廳/飯店,餐廳/飯店,,,餐廳/飯店 | sapah uq-an | 家+吃,餐廳/飯店 | sapah uq-an | 家+吃,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0065_t04,65,,,,,1,;華語;;;太魯閣語;;;內部詞素;,tdruy bahu tdruy ppa-an,tdruy bahu tdruy ppa-an,公車/箱型車,公車/箱型車,,,公車/箱型車 | tdruy bahu tdruy ppa-an | 車+箱子 車+搭乘,公車/箱型車 | tdruy bahu tdruy ppa-an | 車+箱子 車+搭乘,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0065_t04,65,,,,,2,;華語;;;太魯閣語;;;內部詞素;,tdruy gakat tdruy kahaw,tdruy gakat tdruy kahaw,腳踏車,腳踏車,,,腳踏車 | tdruy gakat tdruy kahaw | 車+高架 車+高高的,腳踏車 | tdruy gakat tdruy kahaw | 車+高架 車+高高的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0065_t04,65,,,,,3,;華語;;;太魯閣語;;;內部詞素;,tdruy qrngul,tdruy qrngul,火車,火車,,,火車 | tdruy qrngul | 車+煙霧,火車 | tdruy qrngul | 車+煙霧,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0066_t01,66,,,,,1,;華語;;;太魯閣語;;;內部詞素;,tama (tduling) baga77,tama (tduling) baga77,大拇指,大拇指,,,大拇指 | tama (tduling) baga77 | 爸爸+(手指)+手,大拇指 | tama (tduling) baga77 | 爸爸+(手指)+手,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0066_t01,66,,,,,2,;華語;;;太魯閣語;;;內部詞素;,tama baraq,tama baraq,心臟,心臟,,,心臟 | tama baraq | 爸爸+肺臟,心臟 | tama baraq | 爸爸+肺臟,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0066_t01,66,,,,,3,;華語;;;太魯閣語;;;內部詞素;,Tama Baraw78,Tama Baraw78,上帝,上帝,,,上帝 | Tama Baraw78 | 爸爸+上面的,上帝 | Tama Baraw78 | 爸爸+上面的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0066_t01,66,,,,,4,;華語;;;太魯閣語;;;內部詞素;,tama utux,tama utux,神父,神父,,,神父 | tama utux | 爸爸+鬼、神、祖靈,神父 | tama utux | 爸爸+鬼、神、祖靈,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0066_t02,66,,,,,1,;華語;;;太魯閣語;;;內部詞素;,patas dxgal,patas dxgal,地圖,地圖,,,地圖 | patas dxgal | 書/畫+地上,地圖 | patas dxgal | 書/畫+地上,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0066_t02,66,,,,,2,;華語;;;太魯閣語;;;內部詞素;,patas en-da-an,patas en-da-an,故事書/歷史書,故事書/歷史書,,,故事書/歷史書 | patas en-da-an | 書+經過,故事書/歷史書 | patas en-da-an | 書+經過,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0066_t02,66,,,,,3,;華語;;;太魯閣語;;;內部詞素;,patas kari,patas kari,字典,字典,,,字典 | patas kari | 書+話,字典 | patas kari | 書+話,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0066_t02,66,,,,,4,;華語;;;太魯閣語;;;內部詞素;,patas suyang,patas suyang,聖經,聖經,,,聖經 | patas suyang | 書+很好,聖經 | patas suyang | 書+很好,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0067_t01,67,,,,,1,;華語;;;太魯閣語;;;內部詞素;,qsurux balay,qsurux balay,苦花魚80,苦花魚80,,,苦花魚80 | qsurux balay | 魚+一般,苦花魚80 | qsurux balay | 魚+一般,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0067_t01,67,,,,,2,;華語;;;太魯閣語;;;內部詞素;,qowlit balay,qowlit balay,老鼠(胸口有白線),老鼠(胸口有白線),,,老鼠(胸口有白線) | qowlit balay | 老鼠+一般,老鼠(胸口有白線) | qowlit balay | 老鼠+一般,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0067_t01,67,,,,,3,;華語;;;太魯閣語;;;內部詞素;,kacing balay,kacing balay,水牛,水牛,,,水牛 | kacing balay | 牛+一般,水牛 | kacing balay | 牛+一般,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0067_t01,67,,,,,4,;華語;;;太魯閣語;;;內部詞素;,sowki balay,sowki balay,鐮刀(長型),鐮刀(長型),,,鐮刀(長型) | sowki balay | 鐮刀+一般,鐮刀(長型) | sowki balay | 鐮刀+一般,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0067_t01,67,,,,,5,;華語;;;太魯閣語;;;內部詞素;,pajiq balay,pajiq balay,大白菜,大白菜,,,大白菜 | pajiq balay | 菜+一般,大白菜 | pajiq balay | 菜+一般,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0067_t01,67,,,,,6,;華語;;;太魯閣語;;;內部詞素;,sari balay,sari balay,山上的芋頭(白色),山上的芋頭(白色),,,山上的芋頭(白色) | sari balay | 芋頭+一般,山上的芋頭(白色) | sari balay | 芋頭+一般,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0067_t02,67,,,,,1,;華語;;;太魯閣語;;;內部詞素;,hakaw utux,hakaw utux,彩虹,彩虹,,,彩虹 | hakaw utux | 橋+鬼、神、祖靈,彩虹 | hakaw utux | 橋+鬼、神、祖靈,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0067_t02,67,,,,,2,;華語;;;太魯閣語;;;內部詞素;,qowlit utux,qowlit utux,老鼠(胸口沒白線),老鼠(胸口沒白線),,,老鼠(胸口沒白線) | qowlit utux | 老鼠+鬼、神、祖靈,老鼠(胸口沒白線) | qowlit utux | 老鼠+鬼、神、祖靈,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0067_t02,67,,,,,3,;華語;;;太魯閣語;;;內部詞素;,bgihur utux,bgihur utux,龍捲風,龍捲風,,,龍捲風 | bgihur utux | 風+鬼、神、祖靈,龍捲風 | bgihur utux | 風+鬼、神、祖靈,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0067_t02,67,,,,,4,;華語;;;太魯閣語;;;內部詞素;,pngrah utux,pngrah utux,流星,流星,,,流星 | pngrah utux | 星星+鬼、神、祖靈,流星 | pngrah utux | 星星+鬼、神、祖靈,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0067_t02,67,,,,,5,;華語;;;太魯閣語;;;內部詞素;,tama utux82,tama utux82,神父,神父,,,神父 | tama utux82 | 爸爸+鬼、神、祖靈,神父 | tama utux82 | 爸爸+鬼、神、祖靈,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0068_t01,68,,,,,1,;華語;;;太魯閣語;;;內部詞素;,lubug paru,lubug paru,鋼琴,鋼琴,,,鋼琴 | lubug paru | 琴+大的,鋼琴 | lubug paru | 琴+大的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0068_t01,68,,,,,2,;華語;;;太魯閣語;;;內部詞素;,wihi paru,wihi paru,湯匙(盛湯的),湯匙(盛湯的),,,湯匙(盛湯的) | wihi paru | 湯匙+大的,湯匙(盛湯的) | wihi paru | 湯匙+大的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0068_t01,68,,,,,3,;華語;;;太魯閣語;;;內部詞素;,gisang paru,gisang paru,豆(很長的),豆(很長的),,,豆(很長的) | gisang paru | 萊豆+大的,豆(很長的) | gisang paru | 萊豆+大的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0068_t01,68,,,,,4,;華語;;;太魯閣語;;;內部詞素;,bgihur paru,bgihur paru,颱風,颱風,,,颱風 | bgihur paru | 風+大的,颱風 | bgihur paru | 風+大的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0068_t01,68,,,,,5,;華語;;;太魯閣語;;;內部詞素;,rngsux paru,rngsux paru,洪水,洪水,,,洪水 | rngsux paru | 土石流+大的,洪水 | rngsux paru | 土石流+大的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0068_t02,68,,,,,1,;華語;;;太魯閣語;;;內部詞素;,btunux em-banah,btunux em-banah,玫瑰石,玫瑰石,,,玫瑰石 | btunux em-banah | 石頭+ AF-紅的,玫瑰石 | btunux em-banah | 石頭+ AF-紅的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0068_t02,68,,,,,2,;華語;;;太魯閣語;;;內部詞素;,xiluy em-banah,xiluy em-banah,銅,銅,,,銅 | xiluy em-banah | 鐵+ AF-紅的,銅 | xiluy em-banah | 鐵+ AF-紅的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0068_t02,68,,,,,3,;華語;;;太魯閣語;;;內部詞素;,usik em-banah,usik em-banah,紅辣椒,紅辣椒,,,紅辣椒 | usik em-banah | 辣椒+AF-紅的,紅辣椒 | usik em-banah | 辣椒+AF-紅的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0068_t02,68,,,,,4,;華語;;;太魯閣語;;;內部詞素;,sari em-banah,sari em-banah,芋頭(紅色的肉),芋頭(紅色的肉),,,芋頭(紅色的肉) | sari em-banah | 芋頭+AF-紅的,芋頭(紅色的肉) | sari em-banah | 芋頭+AF-紅的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0073_t01,73,,,,,1,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,em-,em-,麵包 蒸氣,麵包 蒸氣,,→,1 | em- | buwa | 麵包 蒸氣 | em-buwa | 發酵 起泡 | 名詞→動詞,1 | em- | buwa | 麵包 蒸氣 | em-buwa | 發酵 起泡 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
