record_id	section	section_title	part	label	printed_page_start	printed_page_end	pdf_object_page_start	pdf_object_page_end	has_translation	form_chars	standard_chars	translation_chars	notes	translation	form	standard
section_08_prayer_before_instruction	8	Prayer Before Religious Instruction	primary_section		11	11	43	43	True	348	341	382	Printed primary section joined across page boundaries	Come, let us thus pray to God:- O God our heavenly Father! Thy Name is beginning to shed its light upon us, and we are now gathered together to listen to Thy Word, and to be instructed therein: Open our deaf ears, and illumine our dark understandings, in order that we may fully comprehend, understand, and ponder on Thy doctrine, for the sake of Jesus Christ Thy beloved Son. Amen.	Assánman-a torro meach'o Deos-ṣar masini:- Deos o Tamau de boesum, kapesasa tummoach i namo joa naan: ṣo-o marórro ja namo, alla maṣini ṣo-o pattil o joa ranied. Tsikakk'i torroa chorrien a charrina, ṣo-o ipátillaḡḡ'o torroa ma-audum a tsjes, alla marach ja namo, maba, ṣo-o tump'o ḡagíl oa atil inau ta Jesus Christus oa sjiem badd'aukattan, Amen,	Assánmana torro meach'o Deosṣar masini:- Deos o Tamau de boesum, kapesasa tummoach i namo joa naan: ṣoo marórro ja namo, alla maṣini ṣoo pattil o joa ranied. Tsikakk'i torroa chorrien a charrina, ṣoo ipátillaḡḡ'o torroa maaudum a tsjes, alla marach ja namo, maba, ṣoo tump'o ḡagíl oa atil inau ta Jesus Christus oa sjiem badd'aukattan, Amen,
section_09_title	9	Prayer After Religious Instruction	section_title	title	11	11	43	43	True	23	20	35	Printed Favorlang section heading aligned to Campbell's English heading	Prayer After Religious Instruction.	Ai-acha a-i-jor a Atil.	Aiacha aijor a Atil.
section_09_prayer_after_instruction	9	Prayer After Religious Instruction	primary_section		11	12	43	44	True	562	556	556	Printed primary section joined across page boundaries	Come, let us praise and laud our God, now that we have been instructed in His Word. O God, Almighty Father! we have heard that Thou art our Father, that Thou createst, feedest, and sustainest all men. We praise Thy Name, because Thou hast pity upon us, and didst come to call us, to be Thine own peculiar people and children of God. Grant that we may rejoice, and ponder in our hearts on this Thy great mercy, so that we may put off the old man, and as new men follow in the steps of Thy Son Jesus Christ, who has taught us thus to pray: - Our Father, etc.	Kapoṣisi pattil o pia annum mánnumma torroa mamadás i ta Deos masini. Deoso Tamau kamabarr'ija tapos o ai, kaminaṣini ja namo, alla paga ijonoë namoa Tamau, all'ijo merienṣar, paan ṣo-o poríchṣar o tapos o cho. Madás namoa joa naan, inau mabo ijonoe a torro boa, ṣo-o mai malod namono, alla paga oa maunis a cho, ṣo-o sisjiem o Deos. Epé-e maukat namo, ṣo-o tump'i tsjes matoto oa bóno miniṣar, alla namo tummis o raras a cho, ṣo-o maibas o bao a cho tsimichier o morich oa sjiem badda ta Jesus Christus, tamasea pináttil i namo meach'o masini:-Namoa Tamau, etc.	Kapoṣisi pattil o pia annum mánnumma torroa mamadás i ta Deos masini. Deoso Tamau kamabarr'ija tapos o ai, kaminaṣini ja namo, alla paga ijonoë namoa Tamau, all'ijo merienṣar, paan ṣoo poríchṣar o tapos o cho. Madás namoa joa naan, inau mabo ijonoe a torro boa, ṣoo mai malod namono, alla paga oa maunis a cho, ṣoo sisjiem o Deos. Epée maukat namo, ṣoo tump'i tsjes matoto oa bóno miniṣar, alla namo tummis o raras a cho, ṣoo maibas o bao a cho tsimichier o morich oa sjiem badda ta Jesus Christus, tamasea pináttil i namo meach'o masini:-Namoa Tamau, etc.
section_10_title	10	Dialogue Between a Favorlanger and a Dutch Stranger	section_title	title	12	12	44	44	True	60	58	52	Printed Favorlang section heading aligned to Campbell's English heading	Dialogue Between a Favorlanger and a Dutch Stranger.	Karri-atite tuppach o sjam Ternern, ṣo-o ta Holland'-azjies.	Karriatite tuppach o sjam Ternern, ṣoo ta Holland' azjies.
section_10_item_01_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_01_favorlanger	12	12	44	44	True	37	37	40	Favorlanger turn split at printed speaker labels; boundary number and label omitted	Well, stranger, from whence do you come?	Azjies au innainumm'ijo kamai insini?	Azjies au innainumm'ijo kamai insini?
section_10_item_01_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_01_stranger	12	12	44	44	True	51	50	64	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	I come from a great distance, from the extreme part of the west.	Kaminai ja ina innai maro, innai ṣies o tsipan-ech.	Kaminai ja ina innai maro, innai ṣies o tsipanech.
section_10_item_02_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_02_favorlanger	12	12	44	44	True	57	57	74	Favorlanger turn split at printed speaker labels; boundary number and label omitted	You don't say so! Are you not tired of having walked such a long distance?	Tanaas! ja alli orachan o mababat talcho a maro a tarran?	Tanaas! ja alli orachan o mababat talcho a maro a tarran?
section_10_item_02_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_02_stranger	12	12	44	44	True	90	89	87	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	I have not walked; I was sitting in a large ship, that passed over the sea like a bird.	Paga minababat ina; ka minero-os ja ina de don o mato pasji tarran o abas, maibas o mampa.	Paga minababat ina; ka mineroos ja ina de don o mato pasji tarran o abas, maibas o mampa.
section_10_item_03_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_03_favorlanger	12	13	44	45	True	34	34	41	Favorlanger turn split at printed speaker labels; boundary number and label omitted	Is it possible? Were you long on the way?	Tanaas! ja milip de tarran ijonoë?	Tanaas! ja milip de tarran ijonoë?
section_10_item_03_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_03_stranger	12	13	44	45	True	33	33	32	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	Yes, even more than half a year.	Hena; maso milip a ḡeroan a baas.	Hena; maso milip a ḡeroan a baas.
section_10_item_04_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_04_favorlanger	13	13	45	45	True	24	24	26	Favorlanger turn split at printed speaker labels; boundary number and label omitted	What do you come here for?	Mai merien onumm'insini?	Mai merien onumm'insini?
section_10_item_04_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_04_stranger	13	13	45	45	True	25	24	33	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	I came to visit the Favorlangers.	Na-a mai tumboel Ternern.	Naa mai tumboel Ternern.
section_10_item_05_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_05_favorlanger	13	13	45	45	True	26	26	31	Favorlanger turn split at printed speaker labels; boundary number and label omitted	Have you come only to visit us?	Ja oa mai tumboel baakṣar?	Ja oa mai tumboel baakṣar?
section_10_item_05_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_05_stranger	13	13	45	45	True	22	22	26	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	No, not only to visit you.	Maini: paḡaḡa baakṣar?	Maini: paḡaḡa baakṣar?
section_10_item_06_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_06_favorlanger	13	13	45	45	True	18	18	34	Favorlanger turn split at printed speaker labels; boundary number and label omitted	Well, what do you come to do here?	Mai maspot onumma?	Mai maspot onumma?
section_10_item_06_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_06_stranger	13	13	45	45	True	58	56	53	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	I desire to teach the Favorlangers the way to heaven.	Ka na-a maddobor pattil i Ternern o tarran i boesum ai-oë.	Ka naa maddobor pattil i Ternern o tarran i boesum aioë.
section_10_item_07_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_07_favorlanger	13	13	45	45	True	95	94	116	Favorlanger turn split at printed speaker labels; boundary number and label omitted	Well, how? Where is the road that leads to heaven? Does there exist such a long ladder that it will reach to heaven?	Oedan, pasji dem'ausoán tarran pana boesum ai; ja paga talcho a ma-atsiló a kittas pana boesum?	Oedan, pasji dem'ausoán tarran pana boesum ai; ja paga talcho a maatsiló a kittas pana boesum?
section_10_item_07_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_07_stranger	13	13	45	45	True	82	80	83	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	You are very foolish; do you not know that God leads the righteous souls to heaven?	Chubboen ijo, ja mautsiri alla ta Deos maracho ma-abisséa tsjes o ai i boesum-ech?	Chubboen ijo, ja mautsiri alla ta Deos maracho maabisséa tsjes o ai i boesumech?
section_10_item_08_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_08_favorlanger	13	13	45	45	True	51	50	42	Favorlanger turn split at printed speaker labels; boundary number and label omitted	I thought that haibos took away our souls.	Na'esurro, alla ta haibos marach o torroa tsjes-oë.	Na'esurro, alla ta haibos marach o torroa tsjesoë.
section_10_item_08_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_08_stranger	13	13	45	45	True	35	35	32	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	Who is haibos, a man or a ghost?	Numm'ija haibos ja babosa ja richá?	Numm'ija haibos ja babosa ja richá?
section_10_item_09_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_09_favorlanger	13	13	45	45	True	6	6	13	Favorlanger turn split at printed speaker labels; boundary number and label omitted	I don't know.	Nachá.	Nachá.
section_10_item_09_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_09_stranger	13	13	45	45	True	36	36	35	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	Well then, whom do you call haibos?	Oedan, pattonan onumm'ijo ta haibos.	Oedan, pattonan onumm'ijo ta haibos.
section_10_item_10_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_10_favorlanger	14	14	46	46	True	38	38	35	Favorlanger turn split at printed speaker labels; boundary number and label omitted	I don't know. Whom do you call God?	Nachánumma: tomm'ijo pattonan ta Deos?	Nachánumma: tomm'ijo pattonan ta Deos?
section_10_item_10_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_10_stranger	14	14	46	46	True	55	54	67	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	The Creator of heaven, of the earth and of the sea: Him I call God.	Ná-a pattonan o Airien o boesum, o ta, a abas, ta Deos.	Náa pattonan o Airien o boesum, o ta, a abas, ta Deos.
section_10_item_11_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_11_favorlanger	14	14	46	46	True	44	44	58	Favorlanger turn split at printed speaker labels; boundary number and label omitted	You talk nonsense! Is there a Creator of heaven and earth?	Ijo mauranies: ja pagá Airien o boesum a ta?	Ijo mauranies: ja pagá Airien o boesum a ta?
section_10_item_11_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_11_stranger	14	14	46	46	True	11	11	20	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	Certainly, there is.	Gagil pagá.	Gagil pagá.
section_10_item_12_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_12_favorlanger	14	14	46	46	True	16	16	17	Favorlanger turn split at printed speaker labels; boundary number and label omitted	What is his name?	Naan onumm'icho?	Naan onumm'icho?
section_10_item_12_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_12_stranger	14	14	46	46	True	62	62	58	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	His own name is Jehovah; in foreign languages, it is Deos.	Choa maunis naan pagá ta Jehova, inni atite o azjies, ta Deos.	Choa maunis naan pagá ta Jehova, inni atite o azjies, ta Deos.
section_10_item_13_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_13_favorlanger	14	14	46	46	True	30	30	26	Favorlanger turn split at printed speaker labels; boundary number and label omitted	What does Jehovah signify?	Numma micho a pattite, Jehova?	Numma micho a pattite, Jehova?
section_10_item_13_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_13_stranger	14	14	46	46	True	90	89	84	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	Jehovah signifies a being or person who has always been, is, and always will remain.	Jehova, micho a pattite, nattada ḡa ja boa tamasea pinaga, paga, ṣo-o machonṣar taulaulan.	Jehova, micho a pattite, nattada ḡa ja boa tamasea pinaga, paga, ṣoo machonṣar taulaulan.
section_10_item_14_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_14_favorlanger	14	14	46	46	True	67	67	76	Favorlanger turn split at printed speaker labels; boundary number and label omitted	We do not know anything about God. Can you indeed prove that there is a God?	Mautsirì i ta Deos ja namo; ja mab'o pait'ijonoë alla paga ta Deos?	Mautsirì i ta Deos ja namo; ja mab'o pait'ijonoë alla paga ta Deos?
section_10_item_14_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_14_stranger	14	14	46	46	True	11	11	11	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	Yes, I can.	Hena: maba.	Hena: maba.
section_10_item_15_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_15_favorlanger	14	14	46	46	True	28	27	22	Favorlanger turn split at printed speaker labels; boundary number and label omitted	How do you prove that?	Innainumm'ijo pait'o ail-oë?	Innainumm'ijo pait'o ailoë?
section_10_item_15_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_15_stranger	14	14	46	46	True	59	57	52	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	I prove that from the great wisdom and power of God.	Na-a pait'o micho innai aba ṣo-o barr'o Deos talcho a mato.	Naa pait'o micho innai aba ṣoo barr'o Deos talcho a mato.
section_10_item_16_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_16_favorlanger	14	15	46	47	True	48	47	60	Favorlanger turn split at printed speaker labels; boundary number and label omitted	In what things does God prove His manifold power and wisdom?	Dema ta Deos pait'o choa barro, ṣo-o aba matoto?	Dema ta Deos pait'o choa barro, ṣoo aba matoto?
section_10_item_16_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_16_stranger	14	15	46	47	True	26	26	17	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	In His own works.	Inni choa maunis o tataap.	Inni choa maunis o tataap.
section_10_item_17_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_17_favorlanger	15	15	47	47	True	14	14	11	Favorlanger turn split at printed speaker labels; boundary number and label omitted	What works?	Tataap onumma?	Tataap onumma?
