source_locator,reader_page,example_label,target_text,translation,gloss_or_segmentation,method,confidence_review_note,included,exclusion_reason,final_xml_path,final_s_id
page-095,95,6-7c,cini’rʉun mia miʉra na pasu sua nguain.,我們昨天在公車上看到他。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0098
page-096,96,6-8,’apuukusa ’ikua sua cina na Taipe.,媽媽讓我去台北。,,Direct comparison against official page image and positioned text XML,Restored word boundary and final punctuation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0099
page-096,96,6-9,"maraa taningninga sua tapaicaa Nancʉsiensii tamna cunumu, ímua maraa mu’iarʉ muca canumu nesi.",楠梓仙溪的水所經之處較為平坦，所以這裡的水流較緩慢。,,Direct comparison against official page image and positioned text XML,Completed truncated machine target and restored printed translation without source-attribution note,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0100
page-096,96,6-10a,tia siarukucu tamu sua karu.,木頭祖父母用來做拐杖。,,Direct comparison against official page image and positioned text XML,Restored subexample label and final punctuation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0101
page-096,96,6-10b,siataini in tasinʉva sua vatu isi.,這石頭他用來丟窗戶。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0102
page-097,97,6-11a,neni siakuracʉ Pani.,Pani為什麼原因生氣呢？,sia-kuracʉ,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample; moved source-visible analysis out of the natural sentence form,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0103
page-097,97,6-11b,putukikio sua siakuracʉ Pani.,Pani為了工作生氣。,sia-kuracʉ,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate; moved source-visible analysis out of the natural sentence form,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0104
page-097,97,6-11c,Mu’u sua siakuracʉ Pani.,Pani為了Mu’u生氣。,sia-kuracʉ,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate; moved source-visible analysis out of the natural sentence form,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0105
page-097,97,6-12a-with-sua,vanai sua Pani na Mu’u mati’arangʉ pʉnʉ vutúkuru.,Pani為了Mu’u準備魚餌。,,Direct comparison against official page image and positioned text XML,Split the source's optional parenthetical subject marker into the variant with sua,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0106
page-097,97,6-12-footnote23i,panaan (sii) musukʉmʉ Pani ka’an múkusa tarisinata.,,,Direct comparison against official page image and positioned text XML,Reviewed directly against footnote 23,no,No aligned Chinese translation is printed,,
page-097,97,6-12-footnote23ii,panaan ka’aan múkusa tarisinata Pani sii musukʉmʉ.,Pani因為生病，沒有去學校。,,Direct comparison against official page image and positioned text XML,Recovered complete translated sentence from footnote 23,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0107
page-098,98,6-12b,vanai ’ikua sua Pani mati’arangʉ pʉnʉ vutúkuru.,Pani為了我準備魚餌。,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0108
page-098,98,6-12c,vanaia cina musu paracani Kanakanavu tamna cani,請為你的母親唱卡那卡那富族的歌謠。,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample; preserved source line without terminal punctuation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0109
page-098,98,6-13a,patimanʉngoo tikuru!,把衣服弄好！,,Direct comparison against official page image and positioned text XML,Restored subexample label from machine corruption,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0110
page-099,99,6-13b,vuoo cina maku tarucung isi.,把這把傘交給我媽媽。,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0111
page-100,100,6-14a,tumatang sua manu in.,她的小孩哭。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0112
page-100,100,6-14b,si’icʉpʉ sua cina.,媽媽睡覺。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0113
page-100,100,6-14c,ciuman curu sua tacau isi.,這隻狗太胖了。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0114
page-100,100,6-15,tantaniara nguani arakukunu sumasima’ʉ.,他們每天在一起玩耍。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0115
page-101,101,6-16a,tantaniara kasu uranʉʉn cina matikuru.,媽媽天天幫你穿衣服。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0116
page-101,101,6-16b,"siarupaca cina isa sua ’arating, tantaniara ’apakʉnʉ tamu nanakʉ ’uru.",筷子是那位媽媽天天用來餵祖母吃飯的。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0117
page-101,101,6-17a,tinimangʉ manu musu misoni.,你的小孩剛才有哭。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0118
page-101,101,6-17b,sini’icʉpʉ cu sua cina.,媽媽已經睡了。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0119
page-101,101,6-17c,nikumʉnʉ cu ku ’uru.,我吃過飯了。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0120
page-102,102,6-17d,nimavici Pani kʉna tia móvua ’inia.,Pani曾攜帶食物想給她。,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0121
page-102,102,6-17e,nimaripusiam kasu miʉra upeni takananga?,你昨天花多少時間收割稻米？,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0122
page-102,102,6-18a,"masini, sua umi ia, ’acuu nipu’aa.",現在，烏梅已經賣掉了。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0123
page-102,102,6-18b,nikʉnʉ cu maku narangʉ.,我已經把食物吃完了。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0124
page-102,102,6-18c,nikaravangvang cu kee pa’ici.,他已經把酒喝光了。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0125
page-103,103,6-18d,"sua ’angai tamna tammi ia, nikó’ua kee na Pori tamna nímuka tammi.",’angai的地瓜是從Pori所種植的地瓜園偷來的。,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0126
page-103,103,6-19a,cucúrana mamanʉng cʉpʉngʉ Pani!,Pani的心腸真的很好！,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0127
page-103,103,6-19b,’itumuruana vántuku maku!,我的錢真多呀！,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0128
page-103,103,6-20a,sa’o’oana!,原來這麼美味！,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0129
page-103,103,6-20b,makásiava!,原來這樣子啊！,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0130
page-104,104,6-21a,"nipo’ucipi cu ku ’uru, ivata’e cucuru!",我已經煮飯了，一定要來！,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0131
page-104,104,6-21b,"macuru cu tanʉkʉ, kʉno’e nusoni!",芋頭熟了，待會兒要吃！,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0132
page-104,104,6-22,’acuu rʉmʉra cuma.,爸爸去深山了。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0133
page-104,104,6-23a,’acuu tumatang sua manu.,孩子哭了。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0134
page-105,105,6-23b,’acuu ’apakʉnʉn manu in sua vutúkuru.,他的小孩已經餵吃魚了。,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0135
page-105,105,6-24,’esi tumatang sua manu in.,她的小孩正在哭。（說話者看到／知道，也可能只聽到小孩的哭聲而沒看到哭的小孩）,,Direct comparison against official page image and positioned text XML,Machine heading replaced by complete printed sentence and parenthetical translation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0136
page-105,105,6-25,tia tantaniara kasu uranʉʉn cina matikuru.,媽媽天天要幫你穿衣服。,,Direct comparison against official page image and positioned text XML,Restored printed spacing and punctuation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0137
page-105,105,6-26a,nikʉmʉnʉ cu kavangvang kim.,我們都已經吃了。,,Direct comparison against official page image and positioned text XML,Machine corruption removed and printed subexample restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0138
page-105,105,6-26b,kʉmʉnaa cu ’uru.,吃飯了！,,Direct comparison against official page image and positioned text XML,Recovered cross-page translated subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0139
page-106,106,6-26c,ka’anʉ tia miaranau te cu pókari kamua.,不會很久就會呼叫你們。,,Direct comparison against official page image and positioned text XML,Recovered continuation page subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0140
page-106,106,6-26d,’esi cu ’umó’uma karavung kumakʉnʉ cʉnʉ.,牛在田裡吃草了。,,Direct comparison against official page image and positioned text XML,Recovered continuation page subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0141
page-107,107,7-1a,’una ucani tanasa na ningning.,平坦之地有一棟房子。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0142
page-108,108,7-1b,’una vántuku maku.,我有錢。（=我的錢存在）,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0143
page-108,108,7-1c,’esi tapininga sua cina.,媽媽在廣場上。,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0144
page-108,108,7-2,’esi na ’umó’uma karavung kumakʉnʉ cʉnʉ.,牛在田裡吃草。,,Direct comparison against official page image and positioned text XML,Removed footnote marker and restored printed spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0145
