id,verdict,fragment,source
Atayal_70271af1-b80a-f011-bd65-00155db40116,dropped,babaw na mqwalax lga mhtuw qu tmang/masut la.,babaw na mqwalax lga mhtuw qu tmang/masut la.
Atayal_48b20afd-b80a-f011-bd65-00155db40116,resolved,,"babaw nya ga, nanu qu sngusun su mtzyaw / mtzyuwaw pi?"
Atayal_89062654-6e12-df2c-c085-3a19b0e1a7b5,dropped,"babaw/suruw maniq kgabi/mtngi kin_gabi lga, musa sami thgiru mhkangi/mhkani cikay/cikah te tanux krryax.","babaw/suruw maniq kgabi/mtngi kin_gabi lga, musa sami thgiru mhkangi/mhkani cikay/cikah te tanux krryax."
Atayal_017f1cb7-2a93-33b6-6b58-3a1bf395516f,dropped,"babaw/suruw sami klama lga, musa sami thgiru mzwi mari te tanux krryax.","babaw/suruw sami klama lga, musa sami thgiru mzwi mari te tanux krryax."
Atayal_aeae0afd-b80a-f011-bd65-00155db40116,resolved,,bagan lga smoya musa lmngyaq/mlngyaq syaw gong kwara squliq.
Atayal_4bb20afd-b80a-f011-bd65-00155db40116,dropped,"balay balay qu keʼ / ke / kay mu, snhiy saku / sakuʼ cikay.","balay balay qu keʼ / ke / kay mu, snhiy saku / sakuʼ cikay."
Atayal_5cf80203-b90a-f011-bd65-00155db40116,dropped,baq balay matas / zga ssweʼ / sswe kneril.,baq balay matas / zga ssweʼ / sswe kneril.
Atayal_f3d6b900-ea9c-eaaf-cc14-3a1b855568d9,resolved,,baq balay tminun tokan/tawkan qu mama maku.
Atayal_79f90203-b90a-f011-bd65-00155db40116,dropped,baq miray / qmuzit kisyaʼ / kisya hiyaʼ / hiya.,baq miray / qmuzit kisyaʼ / kisya hiyaʼ / hiya.
Atayal_1763fb08-b90a-f011-bd65-00155db40116,dropped,baqun kbalay nnanuʼ qu suluʼ pagay. mutux klayun snyu / snyuw / gasil ru rmugan squ ngasal.,baqun kbalay nnanuʼ qu suluʼ pagay. mutux klayun snyu / snyuw / gasil ru rmugan squ ngasal.
Atayal_73271af1-b80a-f011-bd65-00155db40116,dropped,baqun kbalay nnanuʼ qu suluʼ pagay. mutux klayun snyu/snyuw/gasil ru rmugan squ ngasal.,baqun kbalay nnanuʼ qu suluʼ pagay. mutux klayun snyu/snyuw/gasil ru rmugan squ ngasal.
Atayal_32b40afd-b80a-f011-bd65-00155db40116,resolved,,baqun su / suʼ ggalan nanu qu qeqaya / qayqayaʼ qani hiya / hiyaʼ?
Atayal_1af50203-b90a-f011-bd65-00155db40116,dropped,baqun suʼ / su mung keʼ / kay na Paywan ga?,baqun suʼ / su mung keʼ / kay na Paywan ga?
Atayal_eef50203-b90a-f011-bd65-00155db40116,dropped,betunux / baytunux / hyuci betunux suʼ / su balay ktan.,betunux / baytunux / hyuci betunux suʼ / su balay ktan.
Atayal_0460fb08-b90a-f011-bd65-00155db40116,dropped,betunux / baytunux balay qalang myan / taʼ.,betunux / baytunux balay qalang myan / taʼ.
Atayal_86f90203-b90a-f011-bd65-00155db40116,dropped,betunux / blaq balay ktan lukus nya / nyaʼ mkrakis qani.,betunux / blaq balay ktan lukus nya / nyaʼ mkrakis qani.
Atayal_016f948a-112d-91ad-1c4f-3a1bf2171d7e,resolved,,betunux balay ktan qu ruku/luku nya.
Atayal_54b20afd-b80a-f011-bd65-00155db40116,resolved,,bgax ga spiyang qayaʼ / qaya na mlikuy .
Atayal_8bb10afd-b80a-f011-bd65-00155db40116,resolved,,"bhqul lukus qasaʼ / qasa ga, wal ʼbgan ni yayaʼ / yaya la."
Atayal_3061fb08-b90a-f011-bd65-00155db40116,resolved,,biqan sakuʼ / saku nya / nyaʼ knalay nya / nyaʼ quzit qu yayaʼ / yaya makuʼ / maku.
Atayal_77f90203-b90a-f011-bd65-00155db40116,dropped,biqi saku / sakuʼ cikay qsya / qsyaʼ nnbun mu / makuʼ ma / ku?,biqi saku / sakuʼ cikay qsya / qsyaʼ nnbun mu / makuʼ ma / ku?
Atayal_9ab30afd-b80a-f011-bd65-00155db40116,resolved,,biqi saku gasil cyux maki zik khuʼ / khu qasa.
Atayal_4961fb08-b90a-f011-bd65-00155db40116,resolved,,biru mtalah ga biru ni Sinsiy pcbaq/psbaq biru sa.
Atayal_a7ad0afd-b80a-f011-bd65-00155db40116,resolved,,biru ni ima/nima qu mtalah hiya.
Atayal_2662fb08-b90a-f011-bd65-00155db40116,dropped,"biruʼ / biru mtalah cyux te / tay kskaʼ qasa ga, biruʼ makuʼ.","biruʼ / biru mtalah cyux te / tay kskaʼ qasa ga, biruʼ makuʼ."
Atayal_d0b20afd-b80a-f011-bd65-00155db40116,resolved,,biruʼ / biru qani ga sbiq ssweʼ kneril.
Atayal_a6fb0203-b90a-f011-bd65-00155db40116,resolved,,biruʼ na sinsi / sinsiy qu mtalah biruʼ qasa.
Atayal_9862fb08-b90a-f011-bd65-00155db40116,dropped,blaq / balay / iyal sokan / sawkan qu phpah qani .,blaq / balay / iyal sokan / sawkan qu phpah qani .
Atayal_ad60fb08-b90a-f011-bd65-00155db40116,dropped,blaq / inblaq / leqiy qmluʼ / qmlu blihun.,blaq / inblaq / leqiy qmluʼ / qmlu blihun.
Atayal_efb40afd-b80a-f011-bd65-00155db40116,dropped,blaq / lawkah / lokah balay qu hiʼ / hi su.,blaq / lawkah / lokah balay qu hiʼ / hi su.
Atayal_07fc0203-b90a-f011-bd65-00155db40116,dropped,blaq / soyan nyaʼ mtasiq qu ssway / sswe mlikuy.,blaq / soyan nyaʼ mtasiq qu ssway / sswe mlikuy.
Atayal_ab61fb08-b90a-f011-bd65-00155db40116,dropped,blaq balay / iyal kayal nya / nyaʼ ryax soni .,blaq balay / iyal kayal nya / nyaʼ ryax soni .
Atayal_21f40203-b90a-f011-bd65-00155db40116,resolved,,blaq balay imiʼ nqu qmasuw syam hiyaʼ / hiya.
Atayal_a761fb08-b90a-f011-bd65-00155db40116,dropped,"blaq balay kayal soni / sawniʼ, kun / kuzing ru / ki sswe / ssweʼ / ssway muʼ / mu kneril / knayril musa sami hmyapas / mnaw qsyaʼ / qsya te / tay syaw gong.","blaq balay kayal soni / sawniʼ, kun / kuzing ru / ki sswe / ssweʼ / ssway muʼ / mu kneril / knayril musa sami hmyapas / mnaw qsyaʼ / qsya te / tay syaw gong."
Atayal_51b20afd-b80a-f011-bd65-00155db40116,resolved,,blaq balay niqun qu pinsklwan na bazing hiyaʼ / hiya.
Atayal_fae74a78-fbe8-5a58-69ee-3a19b0e471c0,resolved,,"blaq balay niqun sumul. ana ga kya qu yaqih lhbun ga, laxi kpiyux/kpzyux maniq."
Atayal_2463fb08-b90a-f011-bd65-00155db40116,resolved,,blaq balay niqun szik bazywak / bzyok tnahuk yaya / yayaʼ.
Atayal_fe4117da-8a33-f011-8fad-000d3a8250a0,resolved,,blaq balay niqun wayay / wayay tnahuk nya / nyaʼ thelu / thaylu / theluw qasa / qasaʼ.
Atayal_8063fb08-b90a-f011-bd65-00155db40116,resolved,,blaq balay niqun wayay / wazyay tnahuk nya / nyaʼ thelu / thaylu / theluw qasa / qasaʼ.
Atayal_3361fb08-b90a-f011-bd65-00155db40116,resolved,,blaq balay pongan / pawngan qu qwas qasa.
Atayal_df63fb08-b90a-f011-bd65-00155db40116,resolved,,"blaq hiʼ nya laqi / laqiʼ qani, mklokah / mtlokah balay ktan."
Atayal_ab62fb08-b90a-f011-bd65-00155db40116,resolved,,blaq iyal sokan / sawkan sinuling syam na bih ngasal makuʼ / maku.
Atayal_5bb20afd-b80a-f011-bd65-00155db40116,resolved,,blaq makuʼ / maku niqun qu cikuy ru mngihuy na biluk / gwiluk.
Atayal_e81df2f4-61d6-b3e7-dfe0-3a19b0dd5370,resolved,,"blaq na rhiyal/rhzyal ga, blaq uzi qu kinbwayan na pinbahuw."
Atayal_75f60203-b90a-f011-bd65-00155db40116,dropped,bleqi balay tblaq mitaʼ / mangay.,bleqi balay tblaq mitaʼ / mangay.
Atayal_76271af1-b80a-f011-bd65-00155db40116,dropped,bleqi balay tblaq mitaʼ/mangay.,bleqi balay tblaq mitaʼ/mangay.
Atayal_47152ac2-8a33-f011-8fad-000d3a8250a0,resolved,,bnaziy makuʼ / maku qutux qbhun pilaʼ qu ngahi qani .
Atayal_26062fc8-8a33-f011-8fad-000d3a8250a0,resolved,,"bnoyaw / bnwayaw makuʼ blaq nya umeʼ qani, aras mʼbul sʼcimu / scimu maniq."
Atayal_8ab10afd-b80a-f011-bd65-00155db40116,resolved,,"bnoyaw / bnwayaw makuʼ blaq nya umeʼ qani, aras mʼbul sʼcimuʼ / scimu maniq."
Atayal_e7b20afd-b80a-f011-bd65-00155db40116,resolved,,boq / buq na hzing ga skahul na cingay hzing qnyatan cintmumuʼ ru buqan magal.
Atayal_aa62fb08-b90a-f011-bd65-00155db40116,resolved,,"bqanux qani ga, csobih / tsobeh balay knan."
Atayal_0d1e28ce-8a33-f011-8fad-000d3a8250a0,resolved,,"bqanux qasaʼ / qasa ga, spcingun nyaʼ / nya qihuy nyaʼ / nya ki binah na bqanux."
Atayal_e4f80203-b90a-f011-bd65-00155db40116,dropped,"bsya / bsiqq qu innbwan nya, yasa mhekang / hlawax balay.","bsya / bsiqq qu innbwan nya, yasa mhekang / hlawax balay."
Atayal_bc1d28ce-8a33-f011-8fad-000d3a8250a0,dropped,"bsyaq / bsiq ini muʼ ktay yutas ki yaki muʼ la, sʼnun / sinʼinu makuʼ balay.","bsyaq / bsiq ini muʼ ktay yutas ki yaki muʼ la, sʼnun / sinʼinu makuʼ balay."
Atayal_16fa0203-b90a-f011-bd65-00155db40116,resolved,,"bsyaq / bsiq ini muʼ ktay yutas ki yaki muʼ la, sʼnun / sinʼnun makuʼ balay."
Atayal_baff17e7-df43-88c3-a669-3a19b0e2541b,dropped,"bsyaq qu innbwan nya, yasa mhekang/hlawax balay.","bsyaq qu innbwan nya, yasa mhekang/hlawax balay."
Atayal_79271af1-b80a-f011-bd65-00155db40116,resolved,,"bsyaq/bsiq ini muʼ ktay yutas ki yaki muʼ la, sʼnun/sinʼnun makuʼ balay."
Atayal_e5b20afd-b80a-f011-bd65-00155db40116,resolved,,bukil kakay makuʼ / maku ga iniʼ / ini balay kpyux.
Atayal_d7b20afd-b80a-f011-bd65-00155db40116,resolved,,bzyok / bzywak blsuy qani ga rwa nyaʼ / nya.
Atayal_27fb0203-b90a-f011-bd65-00155db40116,dropped,cbaqan / psbaqan sakuʼ nya smiʼ mrusaʼ / rahaw qu yabaʼ.,cbaqan / psbaqan sakuʼ nya smiʼ mrusaʼ / rahaw qu yabaʼ.
Atayal_7163fb08-b90a-f011-bd65-00155db40116,resolved,,cbaqan / psbaqan sakuʼ smiʼ tlngaʼ / tlnga ni mamaʼ.
Atayal_7a271af1-b80a-f011-bd65-00155db40116,resolved,,cbaqan/psbaqan sakuʼ smiʼ tlngaʼ/tlnga ni mamaʼ.
Atayal_2ef75ea1-f239-dd91-0273-3a19b0e08477,resolved,,cbaqan/sbaqan saku na yaba ming/meng bkaruh/karuh kmihuy ngahi ska na qmayah.
Atayal_78da981c-d8df-1289-11ef-3a1bf6ac6337,resolved,,cbaqan/sbaqan sami nya kbalay lubuw hmali na sinsiy.
Atayal_2d062fc8-8a33-f011-8fad-000d3a8250a0,resolved,,chop / shop cikay qsya.
Atayal_3664fb08-b90a-f011-bd65-00155db40116,resolved,,cikay balay tqenuw nagal na qbsuyan mu kneril cyux nyaʼ / nya syun skaʼ / ska waya.
Atayal_8bb30afd-b80a-f011-bd65-00155db40116,dropped,cingay / piyux balay phpah nya sqani,cingay / piyux balay phpah nya sqani
Atayal_3c61fb08-b90a-f011-bd65-00155db40116,dropped,cingay / pzyux balay / iyal rrangi / rangiʼ mu / muʼ / makuʼ.,cingay / pzyux balay / iyal rrangi / rangiʼ mu / muʼ / makuʼ.
Atayal_dcb20afd-b80a-f011-bd65-00155db40116,resolved,,cingay balay boxiʼ / boxi nyux hbkuʼ / hbku syaw tuqi.
Atayal_4db20afd-b80a-f011-bd65-00155db40116,dropped,cingay balay krahu / hopa na banga / bangaʼ cyux maku babaw na qhuniq / qhoniq.,cingay balay krahu / hopa na banga / bangaʼ cyux maku babaw na qhuniq / qhoniq.
Atayal_aaf40203-b90a-f011-bd65-00155db40116,resolved,,cingay balay kʼman nyaʼ sqaniʼ / aqani.
Atayal_315ffb08-b90a-f011-bd65-00155db40116,resolved,,cingay balay ngtaʼ / ngta nyux sqani.
Atayal_b161fb08-b90a-f011-bd65-00155db40116,resolved,,cingay balay pinnaras ni yutas mu qu sakuw sbiq saku nyaʼ / nya.
Atayal_7b271af1-b80a-f011-bd65-00155db40116,resolved,,cingay balay qaraʼ qhoniq/qhuniq cyux rhiyal .
Atayal_8cb30afd-b80a-f011-bd65-00155db40116,resolved,,cingay balay squliq nyaʼ basuʼ qa / qani.
Atayal_0b60fb08-b90a-f011-bd65-00155db40116,dropped,cingay llamuʼ / qarip na qatap ni yayaʼ.,cingay llamuʼ / qarip na qatap ni yayaʼ.
Atayal_c1fbe269-5e8b-43fe-7dce-3a19b0daeefb,dropped,cingay/pzyux/piyux balay kakay na guru wal su ktʼun la ru pktu su naʼ ga?,cingay/pzyux/piyux balay kakay na guru wal su ktʼun la ru pktu su naʼ ga?
Atayal_5cba9b90-b6ee-75b5-9e5c-3a19b0e13b0c,dropped,cingay/pzyux/piyux balay kʼman nya sqani.,cingay/pzyux/piyux balay kʼman nya sqani.
Atayal_ae1f01d5-0362-8b48-5b66-3a1bf3ab01e6,dropped,"cingay/pzyux/piyux llamu nya qu bway qhuniq/qhoniq, yan nqu sebwal, yutak, guquh/buquh.","cingay/pzyux/piyux llamu nya qu bway qhuniq/qhoniq, yan nqu sebwal, yutak, guquh/buquh."
Atayal_8db30afd-b80a-f011-bd65-00155db40116,dropped,cipoq / cipuq / cikuy balay pila maku / makuʼ.,cipoq / cipuq / cikuy balay pila maku / makuʼ.
Atayal_0c60fb08-b90a-f011-bd65-00155db40116,resolved,,cipoq balay qu qbaʼ / qba nyaʼ / nya ga ?
Atayal_8eb30afd-b80a-f011-bd65-00155db40116,resolved,,cipuq / cipok naʼ / na laqi nqu qsuyan kneril.
Atayal_1e409c53-d2ce-18ed-131a-3a19b0e075d6,resolved,,cipuq/cipoq naʼ laqi nqu qbsuyan/qsuyan kneril.
Atayal_5160fb08-b90a-f011-bd65-00155db40116,dropped,ckaw / sʼagan makuʼ mtzywaw qu qeqayaʼ / qayqayaʼ qani.,ckaw / sʼagan makuʼ mtzywaw qu qeqayaʼ / qayqayaʼ qani.
Atayal_44483c9e-8a33-f011-8fad-000d3a8250a0,resolved,,cuyx mbusuʼ / mbsuk qu squliq qasa la.
Atayal_5cb20afd-b80a-f011-bd65-00155db40116,resolved,,cyugal / ciwal bilus nyux sqaniʼ / sqani.
Atayal_b61d28ce-8a33-f011-8fad-000d3a8250a0,resolved,,cyugal kawas sinhriqan / hinriqan nya / nyaʼ la .
Atayal_e6f50203-b90a-f011-bd65-00155db40116,resolved,,cyugal kperay cyux mlakaʼ / mlaka babaw na phpah.
Atayal_ce5efb08-b90a-f011-bd65-00155db40116,dropped,cyux / kya / maki mtzyul qutux mari / mariʼ nya / nyaʼ qsuyan / qbsuyan makuʼ / maki mlikuy.,cyux / kya / maki mtzyul qutux mari / mariʼ nya / nyaʼ qsuyan / qbsuyan makuʼ / maki mlikuy.
Atayal_396bfb08-b90a-f011-bd65-00155db40116,dropped,cyux / kya / makiʼ zmagal btunux suʼ.,cyux / kya / makiʼ zmagal btunux suʼ.
Atayal_2d61fb08-b90a-f011-bd65-00155db40116,dropped,cyux / kya kbhul puqing lapaw nya / nyaʼ lhlahuy qasa.,cyux / kya kbhul puqing lapaw nya / nyaʼ lhlahuy qasa.
Atayal_376330aa-8a33-f011-8fad-000d3a8250a0,dropped,cyux / kya mkapin qu rqyas nya.,cyux / kya mkapin qu rqyas nya.
Atayal_1ffa0203-b90a-f011-bd65-00155db40116,dropped,cyux / kya mopuw / mpuw / mawpu cyugal / ciwal yutak thasa / sqasa.,cyux / kya mopuw / mpuw / mawpu cyugal / ciwal yutak thasa / sqasa.
Atayal_21fa0203-b90a-f011-bd65-00155db40116,dropped,cyux / kya mopuw / mpuw / mawpu mpituʼ guquh / buquh / yuquh thasa / sqasa.,cyux / kya mopuw / mpuw / mawpu mpituʼ guquh / buquh / yuquh thasa / sqasa.
Atayal_a0fa0203-b90a-f011-bd65-00155db40116,dropped,cyux / kya mopuw / mpuw / mawpu mtzyu / mtzyuʼ qhoniq / qhuniq thasa / sqasa.,cyux / kya mopuw / mpuw / mawpu mtzyu / mtzyuʼ qhoniq / qhuniq thasa / sqasa.
Atayal_20fa0203-b90a-f011-bd65-00155db40116,dropped,cyux / kya mopuw / mpuw / mawpu payat / spayat yutak thasa / sqasa.,cyux / kya mopuw / mpuw / mawpu payat / spayat yutak thasa / sqasa.
Atayal_9ffa0203-b90a-f011-bd65-00155db40116,dropped,cyux / kya mopuw / mpuw / mawpu spat / mspat qulih thasa / sqasa.,cyux / kya mopuw / mpuw / mawpu spat / mspat qulih thasa / sqasa.
Atayal_a1fa0203-b90a-f011-bd65-00155db40116,dropped,cyux / kya mopuw zmagal / mpuw zmagal / mawpuw zmagal thekan thasa / sqasa.,cyux / kya mopuw zmagal / mpuw zmagal / mawpuw zmagal thekan thasa / sqasa.
Atayal_adfa0203-b90a-f011-bd65-00155db40116,dropped,cyux / kya mpusal cyugal / ciwal qbubuʼ nya / nyaʼ qu yaba / yabaʼ makuʼ / mu.,cyux / kya mpusal cyugal / ciwal qbubuʼ nya / nyaʼ qu yaba / yabaʼ makuʼ / mu.
Atayal_b0fa0203-b90a-f011-bd65-00155db40116,dropped,cyux / kya mpusal sazing qbhniq nya / nyaʼ thasa / sqasa.,cyux / kya mpusal sazing qbhniq nya / nyaʼ thasa / sqasa.
Atayal_b1fa0203-b90a-f011-bd65-00155db40116,dropped,cyux / kya mpusal zmagal enpit / inpit / bbiruʼ qsuyan maku / makuʼ kneril / knayril.,cyux / kya mpusal zmagal enpit / inpit / bbiruʼ qsuyan maku / makuʼ kneril / knayril.
Atayal_9efa0203-b90a-f011-bd65-00155db40116,dropped,cyux / kya mpuw / mopuw / mawpu sazing mari / mariʼ thasa / sqasa.,cyux / kya mpuw / mopuw / mawpu sazing mari / mariʼ thasa / sqasa.
Atayal_21fc0203-b90a-f011-bd65-00155db40116,dropped,cyux / kya mtzyuʼ / mtzyu qulih sqani.,cyux / kya mtzyuʼ / mtzyu qulih sqani.
Atayal_a35ffb08-b90a-f011-bd65-00155db40116,dropped,cyux / kya payat biruʼ / biru lpgun nyaʼ / nya.,cyux / kya payat biruʼ / biru lpgun nyaʼ / nya.
Atayal_e3b20afd-b80a-f011-bd65-00155db40116,dropped,cyux / kya qutux hopaʼ / hopa / krahuʼ / cyaba na btunux te / tay ska tuqi.,cyux / kya qutux hopaʼ / hopa / krahuʼ / cyaba na btunux te / tay ska tuqi.
Atayal_2b61fb08-b90a-f011-bd65-00155db40116,dropped,cyux / kya qutux huzil makuʼ / mu.,cyux / kya qutux huzil makuʼ / mu.
Atayal_b561fb08-b90a-f011-bd65-00155db40116,dropped,cyux / kya sazing ngyaw makuʼ / mu.,cyux / kya sazing ngyaw makuʼ / mu.
Atayal_2263fb08-b90a-f011-bd65-00155db40116,dropped,cyux / kya smyax qu ngasal nhaʼ / nha.,cyux / kya smyax qu ngasal nhaʼ / nha.
Atayal_ae64fb08-b90a-f011-bd65-00155db40116,resolved,,"cyux babaw thekan / thikan qu qruyux ru mqalux na yopun / yawpun qasa ga, rwa ni yaya / yayaʼ."
Atayal_b55ffb08-b90a-f011-bd65-00155db40116,dropped,cyux cingay balay rrangi maku bih pqwasan biru / pqwasan biru.,cyux cingay balay rrangi maku bih pqwasan biru / pqwasan biru.
Atayal_7d271af1-b80a-f011-bd65-00155db40116,dropped,cyux cingay balay rrangi maku bih pqwasan biru/pqwasan biru.,cyux cingay balay rrangi maku bih pqwasan biru/pqwasan biru.
Atayal_33b40afd-b80a-f011-bd65-00155db40116,dropped,cyux ggiran rukuʼ / gituʼ na yayaʼ qu trakis.,cyux ggiran rukuʼ / gituʼ na yayaʼ qu trakis.
Atayal_2c61fb08-b90a-f011-bd65-00155db40116,resolved,,cyux gleng squ tbuciʼ ru cikuy bʼbuʼ / bʼbu na rgyax qu tatak sa.
Atayal_7e271af1-b80a-f011-bd65-00155db40116,resolved,,cyux gleng squ tbuciʼ ru cikuy bʼbuʼ/bʼbu na rgyax qu tatak sa.
Atayal_5fae411a-02ca-1a36-e558-3a1bf6669784,resolved,,cyux gmrgir/gmrgil/gmil sukay layan qu kneril Tayal.
Atayal_4bf70203-b90a-f011-bd65-00155db40116,resolved,,cyux hbkan bukil liliq yabaʼ / yaba mu.
Atayal_f563fb08-b90a-f011-bd65-00155db40116,resolved,,cyux hmbyat thotaw talah qmayah ku yayaʼ / yaya.
Atayal_7f271af1-b80a-f011-bd65-00155db40116,resolved,,cyux hmbyat thotaw talah qmayah ku yayaʼ/yaya.
Atayal_186a3956-2607-9339-f270-3a1c1c630f1c,resolved,,cyux hmiluk/hmeluk snonux/hnunux nya qu yaya.
Atayal_05b50afd-b80a-f011-bd65-00155db40116,dropped,cyux hmkangiʼ / hkangi squ wal mgzywaw na inpit / enpit / bbiru nyaʼ / nya qu ssway mlikuy.,cyux hmkangiʼ / hkangi squ wal mgzywaw na inpit / enpit / bbiru nyaʼ / nya qu ssway mlikuy.
Atayal_1d9808c1-ee00-6a47-56c6-3a1bf525645d,resolved,,cyux hmobing/hmawbing syam stahuk ni yaya kira qu yaba.
Atayal_0ef40203-b90a-f011-bd65-00155db40116,resolved,,cyux hmuluy ruma / rima qu lhga / hga.
Atayal_7c278b97-b80a-f011-bd65-00155db40116,dropped,cyux hmzinas lubung/langu qsyaʼ qu takusi qasa ru ppcicis qsyaʼ lwah.,cyux hmzinas lubung/langu qsyaʼ qu takusi qasa ru ppcicis qsyaʼ lwah.
Atayal_1663fb08-b90a-f011-bd65-00155db40116,resolved,,cyux inu / inuʼ ngasal suʼ / su?
Atayal_a2f40203-b90a-f011-bd65-00155db40116,resolved,,cyux inu / inuʼ yaba / yabaʼ su / suʼ?
Atayal_ec6c12f7-b80a-f011-bd65-00155db40116,resolved,,cyux inu Sinsiy pcbaq/psbaq biru.
Atayal_5ef70203-b90a-f011-bd65-00155db40116,dropped,cyux inuʼ qu lukus makuʼ / maku / mu?,cyux inuʼ qu lukus makuʼ / maku / mu?
Atayal_0660fb08-b90a-f011-bd65-00155db40116,dropped,cyux kiʼan bway na bnhziq / ume qu qaraʼ qhuniq nyaʼ.,cyux kiʼan bway na bnhziq / ume qu qaraʼ qhuniq nyaʼ.
Atayal_84f60203-b90a-f011-bd65-00155db40116,resolved,,cyux kiʼan kwiʼ lihuy suʼ / su
Atayal_6cf60203-b90a-f011-bd65-00155db40116,resolved,,cyux kiʼan na kuhing qu snonux nyaʼ / nya.
Atayal_b262fb08-b90a-f011-bd65-00155db40116,resolved,,cyux kiʼan sqi zik na qhoniq / qhuniq qasa.
Atayal_34f50203-b90a-f011-bd65-00155db40116,resolved,,cyux kmgiy qu yakiʼ / yaki.
Atayal_084217da-8a33-f011-8fad-000d3a8250a0,resolved,,cyux kmgiy qu yakiʼ/yaki.
Atayal_d7f50203-b90a-f011-bd65-00155db40116,resolved,,cyux kmtu / kmtuʼ qni qu huzil qasa.
Atayal_d9f50203-b90a-f011-bd65-00155db40116,resolved,,cyux kmut bzyok / bzywak kya tatak qasa nha.
Atayal_24f50203-b90a-f011-bd65-00155db40116,resolved,,cyux kmzyap ksruyun ska na slaq qu yabaʼ / yaba.
Atayal_ecf50203-b90a-f011-bd65-00155db40116,resolved,,cyux ksos bonaw yayaʼ / yaya makuʼ / maku.
Atayal_81271af1-b80a-f011-bd65-00155db40116,resolved,,cyux ksos bonaw yayaʼ/yaya makuʼ/maku.
Atayal_1f503ea5-b44d-aa1f-fe1d-3a1bf260c495,resolved,,cyux lokah/lawkah naʼ yutas su ga?
Atayal_22268b97-b80a-f011-bd65-00155db40116,dropped,cyux mahuw trakis kwaraʼ kkneril qalang myan(cyux kmluh trakis).,cyux mahuw trakis kwaraʼ kkneril qalang myan(cyux kmluh trakis).
Atayal_3c6bfb08-b90a-f011-bd65-00155db40116,dropped,cyux maki / makiʼ te / tay zzik / qsahuy ʼbyan qu mariʼ makuʼ.,cyux maki / makiʼ te / tay zzik / qsahuy ʼbyan qu mariʼ makuʼ.
Atayal_9bb30afd-b80a-f011-bd65-00155db40116,dropped,cyux maki gasuq / ngahaw nya blihun.,cyux maki gasuq / ngahaw nya blihun.
Atayal_f8b40afd-b80a-f011-bd65-00155db40116,dropped,"cyux maki kyahu qhoniq mlukus mtalah lukus mhikang / hlawax na kneril ga, sswe makuʼ kneril .","cyux maki kyahu qhoniq mlukus mtalah lukus mhikang / hlawax na kneril ga, sswe makuʼ kneril ."
Atayal_346bfb08-b90a-f011-bd65-00155db40116,dropped,cyux maki rgyax qu yutas mu / muʼ / makuʼ.,cyux maki rgyax qu yutas mu / muʼ / makuʼ.
Atayal_a864fb08-b90a-f011-bd65-00155db40116,resolved,,cyux makiʼ / maki babaw na qhoniq qutux yapit.
Atayal_2661fb08-b90a-f011-bd65-00155db40116,dropped,cyux maniq hiʼ / he syam na kukuh bzyok / bzywak qu yabaʼ / yaba.,cyux maniq hiʼ / he syam na kukuh bzyok / bzywak qu yabaʼ / yaba.
Atayal_a8f40203-b90a-f011-bd65-00155db40116,resolved,,cyux mbubu kʼabaʼ / kʼaba tluling nyaʼ / nya nanak yabut qasa.
Atayal_9b281af1-b80a-f011-bd65-00155db40116,resolved,,cyux mbubu kʼabaʼ/kʼaba tluling nyaʼ/nya nanak yabut qasa.
Atayal_e4b20afd-b80a-f011-bd65-00155db40116,resolved,,cyux mbubuʼ / mbubu bubuʼ / bubu yayaʼ / yaya nyaʼ / nya qu uyuk huzil.
Atayal_13fc0203-b90a-f011-bd65-00155db40116,dropped,cyux melingay / tlngayaw squ hiyaʼ / hiya kwaraʼkwara tayal / squliq.,cyux melingay / tlngayaw squ hiyaʼ / hiya kwaraʼkwara tayal / squliq.
Atayal_d99b2bb0-8a33-f011-8fad-000d3a8250a0,resolved,,"cyux mheluq / msheloq rgyax, kya squliq cyux mtzyaw kya ."
Atayal_59483c9e-8a33-f011-8fad-000d3a8250a0,dropped,cyux miran / mgil / hmazi trakis ru mugi / rmahi lukus te / tay tanux qu yaya / yayaʼ.,cyux miran / mgil / hmazi trakis ru mugi / rmahi lukus te / tay tanux qu yaya / yayaʼ.
Atayal_1ffb0203-b90a-f011-bd65-00155db40116,resolved,,"cyux mkphpah betunux / baytunux na phpah qasa ga, pnuhiʼ / pnuhi myan ki yayaʼ / yaya makuʼ / maku kawas swayal."
Atayal_0d60fb08-b90a-f011-bd65-00155db40116,resolved,,cyux mlakaʼ / mlaka babaw kayal qu qbhniq qasaʼ / qasa .
Atayal_0160fb08-b90a-f011-bd65-00155db40116,dropped,cyux mlakaʼ / mlaka te / tay babaw qmayah trakis qu pzit.,cyux mlakaʼ / mlaka te / tay babaw qmayah trakis qu pzit.
Atayal_23f50203-b90a-f011-bd65-00155db40116,resolved,,cyux mqbubu / mqbubuʼ squ mqalux na qbubuʼ / qbubu qasa ga kinsat / kshat.
Atayal_ccaed0a6-3a34-1cff-426c-3a1c1ca20718,resolved,,cyux mqumah qmayah/mayah qu yaba ki yaya soni/sawni.
Atayal_cf5efb08-b90a-f011-bd65-00155db40116,resolved,,cyux mqumah trakis rgyax qu yaba / yabaʼ mu.
Atayal_7563fb08-b90a-f011-bd65-00155db40116,resolved,,cyux mromul cikay hwinuk nyaʼ / nya.
