pair,source_phrase_clean,ildrf_source_found,ildrf_reference_files,ildrf_chinese_glosses,glosbe_targets_for_source,mapping_supported_targets,mapping_different_targets,unmapped_targets,unattested_source_targets,decision
"xsy,en",mineskes,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,發冷（完成）,chill,,,chill,,keep_all_structurally_valid_targets
"xsy,en",minkoringan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,女孩; 女孩子; 女性; 女生,woman,woman,,,,keep_all_structurally_valid_targets
"xsy,en",minlokalok,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,香果,wax apple,,,wax apple,,keep_all_structurally_valid_targets
"xsy,en",minowa',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,喜歡; 習慣,like,,,like,,keep_all_structurally_valid_targets
"xsy,en",moe'so:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,勃起,erection,,,erection,,keep_all_structurally_valid_targets
"xsy,en",moehae'o: ka ba:i',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,高氣壓,anticyclone,,,anticyclone,,keep_all_structurally_valid_targets
"xsy,en",mongpatonay,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,錳,manganese,,,manganese,,keep_all_structurally_valid_targets
"xsy,en",monpoSal,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,再一次,twice,twice,,,,keep_all_structurally_valid_targets
"xsy,en",morok,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,柚子,pomelo,,,pomelo,,keep_all_structurally_valid_targets
"xsy,en",moto:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,客家人,Hakka,Hakka,,,,keep_all_structurally_valid_targets
"xsy,en",naSi',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,水梨（日語借詞）,Asian pear,,,Asian pear,,keep_all_structurally_valid_targets
"xsy,en",nganga:as,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,軟顎,Soft palate,,,Soft palate,,keep_all_structurally_valid_targets
"xsy,en",ngangilaeh,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,紅（色）,red,,,red,,keep_all_structurally_valid_targets
"xsy,en",ngangoti'an,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,喝的醉醺醺,drunk,,,drunk,,keep_all_structurally_valid_targets
"xsy,en",ngiyaw,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,貓,cat,,,cat,,keep_all_structurally_valid_targets
"xsy,en",ngokngokngok,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,猴子的叫聲,ook,,,ook,,keep_all_structurally_valid_targets
"xsy,en",ngoray,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,傻瓜; 笨,stupid,,,stupid,,keep_all_structurally_valid_targets
"xsy,en",noka'oe:boeh kaka:at kina:at,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,書法,calligraphy,,,calligraphy,,keep_all_structurally_valid_targets
"xsy,en",nom'omalingo'ka bayking,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,顯微鏡,microscope,,,microscope,,keep_all_structurally_valid_targets
"xsy,en",nom homoba:ang kaka:at,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,彩色筆; 蠟筆,crayon,,,crayon,,keep_all_structurally_valid_targets
"xsy,en",nom homola'ka'oemaeh,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,公頃,hectare,,,hectare,,keep_all_structurally_valid_targets
"xsy,en",nom homola'ka Sinngaw,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,分貝(聲音),decibel,,,decibel,,keep_all_structurally_valid_targets
"xsy,en",nom pakpasay kasbol,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,一氧化碳,carbon monoxide,carbon monoxide,,,,keep_all_structurally_valid_targets
"xsy,en",nom paksobae:oeh ka kinita',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,放大鏡,magnifying glass,,,magnifying glass,,keep_all_structurally_valid_targets
"xsy,en",nom sompeng ka ralom,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,公升,litre,,,litre,,keep_all_structurally_valid_targets
"xsy,en",otok,no,,,hare,,,,hare,keep_all_structurally_valid_targets
"xsy,en",paS'oesizo:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,生蛋,lay,,,lay,,keep_all_structurally_valid_targets
"xsy,en",paSaen,no,,,ratio,,,,ratio,keep_all_structurally_valid_targets
"xsy,en",paSankateng,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,釘,nail,,,nail,,keep_all_structurally_valid_targets
"xsy,en",pae'is,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,辣,spicy,,,spicy,,keep_all_structurally_valid_targets
"xsy,en",pae'zo',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,膽; 膽囊,gall,,,gall,,keep_all_structurally_valid_targets
"xsy,en",pakSekla',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,使認識(使動); 頒布,promulgation,,,promulgation,,keep_all_structurally_valid_targets
"xsy,en",paka:i',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,相信,believe,,,believe,,keep_all_structurally_valid_targets
"xsy,en",pakal,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,柿子,persimmon,,,persimmon,,keep_all_structurally_valid_targets
"xsy,en",palok,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,椰子,coconut,,,coconut,,keep_all_structurally_valid_targets
"xsy,en",palono',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,船; 船隻,boat,,,boat,,keep_all_structurally_valid_targets
"xsy,en",pangrang,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,鳳梨,pineapple,,,pineapple,,keep_all_structurally_valid_targets
"xsy,en",patonay,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,鐵,iron,,,iron,,keep_all_structurally_valid_targets
"xsy,en",patpatako:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,十字弓,crossbow,,,crossbow,,keep_all_structurally_valid_targets
"xsy,en",pawbabih,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,嘔吐,throw up,,,throw up,,keep_all_structurally_valid_targets
"xsy,en",pawhi',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,楊梅,yumberry,,,yumberry,,keep_all_structurally_valid_targets
"xsy,en",pawkongas,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,擦屁股,wipe,,,wipe,,keep_all_structurally_valid_targets
"xsy,en",pawtopiyak,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,打耳光,slap,,,slap,,keep_all_structurally_valid_targets
"xsy,en",pazay,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,稻子; 飯,rice,,,rice,,keep_all_structurally_valid_targets
"xsy,en",pehe:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,化石,fossil,,,fossil,,keep_all_structurally_valid_targets
"xsy,en",pezngesan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,紫色; 紫色的,purple,,,purple,,keep_all_structurally_valid_targets
"xsy,en",pinaSowatoroe',no,,,ruling,,,,ruling,keep_all_structurally_valid_targets
"xsy,en",pinakabae'bae'aet wa:ay,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,緯度,latitude,,,latitude,,keep_all_structurally_valid_targets
"xsy,en",pinakaleheh wa:ay,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,經度,longitude,,,longitude,,keep_all_structurally_valid_targets
"xsy,en",pinalomikas,no,,,lightning,,,,lightning,keep_all_structurally_valid_targets
"xsy,en",pinaspeng kapatawawan,no,,,legal person,,,,legal person,keep_all_structurally_valid_targets
"xsy,en",pinat'awan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,準備（完成）,for future reference,,,for future reference,,keep_all_structurally_valid_targets
"xsy,en",pinatanikawaS ba:i',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,季風,monsoon,,,monsoon,,keep_all_structurally_valid_targets
"xsy,en",pinayba:i',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,氣流,airflow,,,airflow,,keep_all_structurally_valid_targets
"xsy,en",piyaknokin,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,中風,stroke,,,stroke,,keep_all_structurally_valid_targets
"xsy,en",piyang,no,,,tsubo,,,,tsubo,keep_all_structurally_valid_targets
"xsy,en",po'po',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,拍,pat,,,pat,,keep_all_structurally_valid_targets
"xsy,en",poSiyan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,忌諱; 禁忌,taboo,taboo,,,,keep_all_structurally_valid_targets
"xsy,en",pongaeh,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,花; 花朵,flower,,,flower,,keep_all_structurally_valid_targets
"xsy,en",pono:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,鐵釘,nail,,,nail,,keep_all_structurally_valid_targets
"xsy,en",ponrowa'en,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,調整,adjust,,,adjust,,keep_all_structurally_valid_targets
"xsy,en",ra:am,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,會; 會(做某事); 知道; 聰明,can; know; smart,can; know; smart,,,,keep_all_structurally_valid_targets
"xsy,en",ra:an,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,路; 道路,map; road,road,map,,,keep_all_structurally_valid_targets
"xsy,en",ra:i'bintoe'an,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,土星,Saturn,,,Saturn,,keep_all_structurally_valid_targets
"xsy,en",ra:ma',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,雨傘,umbrella,,,umbrella,,keep_all_structurally_valid_targets
"xsy,en",ra:ola',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,尺,ruler,,,ruler,,keep_all_structurally_valid_targets
"xsy,en",ra:waeh,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,鑰匙,key,,,key,,keep_all_structurally_valid_targets
"xsy,en",rae:ho',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,二氧化碳,carbon dioxide,,,carbon dioxide,,keep_all_structurally_valid_targets
"xsy,en",rae:iw,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,走(離開); 走開; 逃跑,away,,,away,,keep_all_structurally_valid_targets
"xsy,en",rakeS,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,樟樹,camphor tree,camphor tree,,,,keep_all_structurally_valid_targets
"xsy,en",ralom bintoe'an,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,水星,mercury,,,mercury,,keep_all_structurally_valid_targets
"xsy,en",ralom,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,水,water,,,water,,keep_all_structurally_valid_targets
"xsy,en",ralompatonay,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,汞 (水銀),mercury,,,mercury,,keep_all_structurally_valid_targets
"xsy,en",ramo,no,,,blood,,,,blood,keep_all_structurally_valid_targets
"xsy,en",rapit,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,愛玉,creeping fig,,,creeping fig,,keep_all_structurally_valid_targets
"xsy,en",raro:o',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,名字,name,,,name,,keep_all_structurally_valid_targets
"xsy,en",raromaeh,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,竹子,bamboo,,,bamboo,,keep_all_structurally_valid_targets
"xsy,en",rayhil,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,錢,dollar; money,dollar; money,,,,keep_all_structurally_valid_targets
"xsy,en",rim'aen,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,明天,tomorrow,,,tomorrow,,keep_all_structurally_valid_targets
"xsy,en",rima',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,去,to,,,to,,keep_all_structurally_valid_targets
"xsy,en",rinalas ka tata:a',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,炸雞,fried chicken,,,fried chicken,,keep_all_structurally_valid_targets
"xsy,en",ripon,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,日本（日語借詞）,Japanese,,,Japanese,,keep_all_structurally_valid_targets
"xsy,en",ririm'aenan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,早上; 清晨,morning,,,morning,,keep_all_structurally_valid_targets
"xsy,en",roSa',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,二; 二（數字）,two,,,two,,keep_all_structurally_valid_targets
"xsy,en",sabo,no,,,wrap,,,,wrap,keep_all_structurally_valid_targets
"xsy,en",sae:pae',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,垃圾,litter,,,litter,,keep_all_structurally_valid_targets
"xsy,en",sawki',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,大鐮刀,sickle,,,sickle,,keep_all_structurally_valid_targets
"xsy,en",se:ezen,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,駕駛,driven,,,driven,,keep_all_structurally_valid_targets
"xsy,en",seme'ez,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,便祕（主事）,constipation,,,constipation,,keep_all_structurally_valid_targets
"xsy,en",shinbon,no,,,newspaper,,,,newspaper,keep_all_structurally_valid_targets
"xsy,en",shiri,no,,,goat,,,,goat,keep_all_structurally_valid_targets
"xsy,en",siniya',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,孵出,hatch,,,hatch,,keep_all_structurally_valid_targets
"xsy,en",sinsang noka Sinpanan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,獸醫(寵物),veterinarian,,,veterinarian,,keep_all_structurally_valid_targets
"xsy,en",sinsang,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,醫生,doctor,,,doctor,,keep_all_structurally_valid_targets
"xsy,en",sinsangan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,診所; 醫生,clinic,,,clinic,,keep_all_structurally_valid_targets
"xsy,en",sisiyap,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,雛鳥,interest,,,interest,,keep_all_structurally_valid_targets
"xsy,en",sitaew,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,白蘿蔔; 蘿蔔,daikon,,,daikon,,keep_all_structurally_valid_targets
"xsy,en",siyaenban,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,千萬,ten million,,,ten million,,keep_all_structurally_valid_targets
"xsy,en",siyaenpatonay,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,鉛,lead,,,lead,,keep_all_structurally_valid_targets
"xsy,en",siyak,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,錫; 錫製,tin; tinplate,tin; tinplate,,,,keep_all_structurally_valid_targets
"xsy,en",sizop,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,龍葵,black nightshade,,,black nightshade,,keep_all_structurally_valid_targets
"xsy,en",somay,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,熊,bear,,,bear,,keep_all_structurally_valid_targets
"xsy,en",some:ez,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,駕駛,driving,,,driving,,keep_all_structurally_valid_targets
"xsy,en",sowana:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,蒜,garlic,,,garlic,,keep_all_structurally_valid_targets
"xsy,en",sowiz,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,孵蛋,hatch,,,hatch,,keep_all_structurally_valid_targets
"xsy,en",ta'oe'aen,no,,,house,,,,house,keep_all_structurally_valid_targets
"xsy,en",ta'owaw,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,酒鬼（泰雅語借詞）,alcoholic,alcoholic,,,,keep_all_structurally_valid_targets
"xsy,en",taboka',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,百香果,passion fruit,,,passion fruit,,keep_all_structurally_valid_targets
"xsy,en",tabowil,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,黃瓜（胡瓜）,cucumber,,,cucumber,,keep_all_structurally_valid_targets
"xsy,en",tae'aes,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,放下,put down,,,put down,,keep_all_structurally_valid_targets
"xsy,en",taetae',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,咀嚼,chew,,,chew,,keep_all_structurally_valid_targets
"xsy,en",tahoki',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,"校長; 老闆,帶路的人（日語借詞）; 長官",chairperson,chairperson,,,,keep_all_structurally_valid_targets
"xsy,en",talawsan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,檸檬,bergamot; lemon,lemon,bergamot,,,keep_all_structurally_valid_targets
"xsy,en",tali',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,苦瓜,bitter melon,,,bitter melon,,keep_all_structurally_valid_targets
"xsy,en",talka:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,桌子,table,,,table,,keep_all_structurally_valid_targets
"xsy,en",tangoray,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,大傻瓜,idiot,,,idiot,,keep_all_structurally_valid_targets
"xsy,en",tanowan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,水桶,keg,,,keg,,keep_all_structurally_valid_targets
"xsy,en",tata:a',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,雞,chicken,,,chicken,,keep_all_structurally_valid_targets
"xsy,en",tatabo:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,餌; 餵的東西,bait,,,bait,,keep_all_structurally_valid_targets
"xsy,en",tatae'aes,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,分手,break up,break up,,,,keep_all_structurally_valid_targets
"xsy,en",tatangoe',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,互啄; 十字鎬; 雞嘴,beak; hoe,beak; hoe,,,,keep_all_structurally_valid_targets
"xsy,en",tateleng,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,針狀物,cactus; thorn,thorn,cactus,,,keep_all_structurally_valid_targets
"xsy,en",tatikot,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,嚇人,scare,scare,,,,keep_all_structurally_valid_targets
"xsy,en",tatoba',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,毒; 蕗籐,pesticide,,,pesticide,,keep_all_structurally_valid_targets
"xsy,en",tawho:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,豆腐（華語借詞）,tofu,,,tofu,,keep_all_structurally_valid_targets
"xsy,en",tawmo',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,香蕉,banana,,,banana,,keep_all_structurally_valid_targets
"xsy,en",tawtaw,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,花生,peanut,,,peanut,,keep_all_structurally_valid_targets
"xsy,en",tawtawmo'an,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,香蕉園,banana plantation,,,banana plantation,,keep_all_structurally_valid_targets
"xsy,en",tawyo:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,醬油; 醬油（客語借詞）,soy sauce,,,soy sauce,,keep_all_structurally_valid_targets
"xsy,en",taypae',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,台北（中文借詞）,Taipei,,,Taipei,,keep_all_structurally_valid_targets
"xsy,en",taypin wasal,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,太平洋,Pacific Ocean,,,Pacific Ocean,,keep_all_structurally_valid_targets
"xsy,en",taywan,no,,,Taiwan,,,,Taiwan,keep_all_structurally_valid_targets
"xsy,en",te:beS,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,櫸木,beech,,,beech,,keep_all_structurally_valid_targets
"xsy,en",temeleng,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,刺,prick,,,prick,,keep_all_structurally_valid_targets
"xsy,en",tepeS,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,吐口水,spit,,,spit,,keep_all_structurally_valid_targets
"xsy,en",ti:il,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,吊,hang,,,hang,,keep_all_structurally_valid_targets
"xsy,en",tial,no,,,belly,,,,belly,keep_all_structurally_valid_targets
"xsy,en",tihae'o:'ilaS,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,下弦月,Last quarter,,,Last quarter,,keep_all_structurally_valid_targets
"xsy,en",tikot,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,害怕,afraid,,,afraid,,keep_all_structurally_valid_targets
"xsy,en",tilibi:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,電視; 電視（日語借詞）,television,,,television,,keep_all_structurally_valid_targets
"xsy,en",timo',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,鹽; 鹽巴,salt,,,salt,,keep_all_structurally_valid_targets
"xsy,en",tinakleheh wazwaz hinola',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,直徑,diameter,,,diameter,,keep_all_structurally_valid_targets
"xsy,en",tinakleheh wazwaz tiniSepe:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,半徑,radius,,,radius,,keep_all_structurally_valid_targets
"xsy,en",tinal'oemaeh,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,年; 歲; 耕田（完成）,year,year,,,,keep_all_structurally_valid_targets
"xsy,en",tinawbon,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,糯米糕,rice cake,,,rice cake,,keep_all_structurally_valid_targets
"xsy,en",tiniS'aliyaS,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,輻射,radiation,,,radiation,,keep_all_structurally_valid_targets
"xsy,en",tiniShahila:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,紫外線,Ultraviolet,,,Ultraviolet,,keep_all_structurally_valid_targets
"xsy,en",tiniSngangilaeh,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,紅外線,Infrared,,,Infrared,,keep_all_structurally_valid_targets
"xsy,en",tiniway,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,吊掛（完成）,hammock,,,hammock,,keep_all_structurally_valid_targets
"xsy,en",tinoSopat o'aehae',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,四分之一(數量),quarter,,quarter,,,keep_all_structurally_valid_targets
"xsy,en",tinosas'i:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,外號（同tawsas'i:）,nickname,,,nickname,,keep_all_structurally_valid_targets
"xsy,en",to:o',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,三; 三（數字）,three,,,three,,keep_all_structurally_valid_targets
"xsy,en",tola',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,鰻魚,eel,,,eel,,keep_all_structurally_valid_targets
"xsy,en",tono',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,撞到; 腦; （撞）,brain,,,brain,,keep_all_structurally_valid_targets
"xsy,en",toroe',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,指引,guide,,,guide,,keep_all_structurally_valid_targets
"xsy,en",tortoroe'en,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,教導（受事）,taught,,,taught,,keep_all_structurally_valid_targets
"xsy,en",towak,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,樹皮,bark,bark,,,,keep_all_structurally_valid_targets
"xsy,en",towes,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,陰莖,penis,,,penis,,keep_all_structurally_valid_targets
"xsy,en",wa'ae',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,水鹿; 鹿,deer,,,deer,,keep_all_structurally_valid_targets
"xsy,en",wa'ay,no,,,thread,,,,thread,keep_all_structurally_valid_targets
"xsy,en",wa'is,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,力量,ability; strength,ability; strength,,,,keep_all_structurally_valid_targets
"xsy,en",wa'isan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,強; 貴,expensive; strong,expensive; strong,,,,keep_all_structurally_valid_targets
"xsy,en",wakit,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,扭轉,call,,,call,,keep_all_structurally_valid_targets
"xsy,en",walo',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,糖; 蜜,sugar,,,sugar,,keep_all_structurally_valid_targets
"xsy,en",walwalo',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,蜂蜜; 蜜蜂,honey; bee,honey; bee,,,,keep_all_structurally_valid_targets
"xsy,en",wasal tinhel,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,潟湖,lagoon,,,lagoon,,keep_all_structurally_valid_targets
"xsy,en",wasal tirakiS ki tihae'o:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,潮汐,tide,,,tide,,keep_all_structurally_valid_targets
"xsy,en",wasal,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,海,sea,,,sea,,keep_all_structurally_valid_targets
"xsy,en",wazwaz kapaySiri:an wa:ay,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,赤道,equator,,,equator,,keep_all_structurally_valid_targets
"xsy,en",yaba',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,爸爸,father,father,,,,keep_all_structurally_valid_targets
"xsy,en",yabaka',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,水牛,water buffalo,,,water buffalo,,keep_all_structurally_valid_targets
"xsy,en",yako,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,我; 我（主格）,I,I,,,,keep_all_structurally_valid_targets
"xsy,en",yasam,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,斧頭,axe,,,axe,,keep_all_structurally_valid_targets
"xsy,en",zaw,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,兆,trillion,,,trillion,,keep_all_structurally_valid_targets
"xsy,en",zazingas,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,雙面膠,double-sided tape,,,double-sided tape,,keep_all_structurally_valid_targets
